Rk,Player,Pos,Tm,Salary
,Wendell Smallwood\SmalWe00,RB,WAS,$720000
,DeForest Buckner\BuckDe00,DT,SFO,$720000
,Darius Jennings\JennDa00,WR,TEN,$720000
,Justin March-Lillard\MarcJu00,LB,DAL,$720000
,Lac Edwards\EdwaLa01,P,NYJ,$720000
988,Kemoko Turay\TuraKe00,OLB,IND,$717200
989,Alex Anzalone\AnzaAl00,OLB,NOR,$717000
990,Zach Gentry\GentZa00,TE,PIT,$715000
991,M.J. Stewart\StewM.00,CB,TAM,$711051
992,Dre Greenlaw\GreeDr00,LB,SFO,$710000
993,Hunter Renfrow\RenfHu00,WR,OAK,$707500
994,Jessie Bates\BateJe00,FS,CIN,$704901
995,Daylon Mack\MackDa00,DL,BAL,$704500
996,Cameron Smith\SmitCa01,LB,MIN,$702500
997,Kerry Hyder\HydeKe01,DT,DAL,$700000
,E.J. Speed\SpeeEJ00,LB,IND,$700000
,Matt LaCosse\LaCoMa00,TE,NWE,$700000
,Reid Ferguson\FergRe00,LS,BUF,$700000
1001,Donte Jackson\JackDo02,CB,CAR,$698751
1002,Duke Dawson\DawsDu00,CB,DEN,$695676
1003,P.J. Hall\HallP.00,DT,OAK,$693830
1004,Isaiah Oliver\OlivIs00,CB,ATL,$690757
1005,Tim Williams\WillTi00,OLB,2TM,$690000
1006,Tarell Basham\BashTa00,DE,NYJ,$687500
1007,Derrius Guice\GuicDe00,RB,WAS,$686452
1008,James Washington\WashJa00,WR,PIT,$684607
1009,Fabian Moreau\MoreFa00,CB,WAS,$684000
1010,DJ Chark\CharDJ00,WR,JAX,$682147
1011,Brian O'Neill\ONeiBr00,OT,MIN,$680302
1012,Shaquill Griffin\GrifSh00,DB,SEA,$680000
1013,Kaden Smith\SmitKa00,TE,NYG,$679750
1014,Carlton Davis\DaviCa02,CB,TAM,$679687
1015,Tyquan Lewis\LewiTy00,DE,IND,$678457
1016,Delano Hill\HillDe02,FS,SEA,$678000
1017,Cameron Sutton\SuttCa00,CB,PIT,$677400
1018,John Johnson\JohnJo10,S,LAR,$677000
,Chris Godwin\GodwCh00,WR,TAM,$677000
1020,Kenny Golladay\GollKe00,WR,DET,$676000
1021,Jourdan Lewis\LewiJo01,CB,DAL,$675000
1022,Justin Skule\SkulJu00,OT,SFO,$672500
,Ka'dar Hollman\HollKa00,CB,GNB,$672500
1024,Montravius Adams\AdamMo00,DT,GNB,$671000
1025,Marcus Epps\EppsMa00,S,MIN,$670000
,Rasul Douglas\DougRa00,CB,PHI,$670000
1027,Jonnu Smith\SmitJo01,TE,TEN,$669000
1028,James Conner\ConnJa00,RB,PIT,$668000
,Trey Hendrickson\HendTr00,DE,NOR,$668000
1030,Brandon Parker\ParkBr01,OT,OAK,$666152
1031,Lorenzo Carter\CartLo01,DE,NYG,$665613
1032,Chad Thomas\ThomCh06,DE,CLE,$665000
1033,Justin Reid\ReidJu00,FS,HOU,$664979
1034,B.J. Hill\HillB.00,DT,NYG,$664345
1035,Fred Warner\WarnFr00,OLB,SFO,$663137
1036,Ulysees Gilbert\GilbUl00,LB,PIT,$661750
1037,Royce Freeman\FreeRo00,RB,DEN,$661000
1038,Mason Rudolph\RudoMa00,QB,PIT,$658267
1039,Jerome Baker\BakeJe00,OLB,MIA,$654000
1040,Ty Summers\SummTy00,LB,GNB,$652500
1041,Olabisi Johnson\JohnOl00,WR,MIN,$647500
1042,Geron Christian\ChriGe01,OT,WAS,$647000
1043,Josh Reynolds\ReynJo00,WR,LAR,$645000
,Caleb Brantley\BranCa00,DT,WAS,$645000
,Julie'n Davenport\DaveJu00,OT,MIA,$645000
,Anthony Walker\WalkAn01,LB,IND,$645000
,Arthur Maulet\MaulAr00,CB,NYJ,$645000
,Bobo Wilson\WilsJe00,WR,TAM,$645000
,Isaac Rochell\RochIs00,DE,LAC,$645000
,Troymaine Pope\PopeTr00,RB,LAC,$645000
,Bronson Kaufusi\KaufBr01,DE,NYJ,$645000
,T.J. Logan\LogaT.00,RB,TAM,$645000
,Blake Jarwin\JarwBl00,TE,DAL,$645000
,Matt Breida\BreiMa00,RB,SFO,$645000
,Samaje Perine\PeriSa00,RB,CIN,$645000
,Sam Tevi\TeviSa00,OT,LAC,$645000
,Jerell Adams\AdamJe01,TE,HOU,$645000
,Brandon Wilson\WilsBr01,CB,CIN,$645000
,Nathan Gerry\GerrNa00,SS,PHI,$645000
,Davon Godchaux\GodcDa00,DT,MIA,$645000
,Dylan Cole\ColeDy00,LB,HOU,$645000
,Eddie Jackson\JackEd01,SS,CHI,$645000
,D.J. White\WhitD.00,CB,ATL,$645000
,Vince Biegel\BiegVi00,OLB,MIA,$645000
,Torry McTyer\McTyTo00,CB,CIN,$645000
,Rayshawn Jenkins\JenkRa00,FS,LAC,$645000
,Kyle Peko\PekoKy00,DT,BUF,$645000
,Chuck Clark\ClarCh00,FS,BAL,$645000
,Carl Lawson\LawsCa00,DE,CIN,$645000
,Deatrich Wise\WiseDe00,DE,NWE,$645000
,J.D. McKissic\McKiJ.00,WR,DET,$645000
,Mike Purcell\PurcMi00,DT,DEN,$645000
,Stephen Anderson\AndeSt01,TE,LAC,$645000
,Greg Mabin\MabiGr00,CB,CIN,$645000
,C.J. Ham\HamxC.00,RB,MIN,$645000
,Patrick Ricard\RicaPa00,DE,BAL,$645000
,Alex Ellis\ElliAl01,TE,PHI,$645000
,Corey Davis\DaviCo03,WR,TEN,$645000
,Zach Banner\BannZa00,OG,PIT,$645000
,Jordan Evans\EvanJo01,ILB,CIN,$645000
,Corey Clement\ClemCo00,RB,PHI,$645000
,Jamal Adams\AdamJa00,SS,NYJ,$645000
,Matt Feiler\FeilMa00,T,PIT,$645000
,Matt Wile\WileMa01,P,ATL,$645000
,Rudy Ford\FordRu00,S,PHI,$645000
,Matt Haack\HaacMa00,P,MIA,$645000
,Marlon Mack\MackMa00,RB,IND,$645000
,Jaleel Johnson\JohnJa09,DT,MIN,$645000
,Darrell Daniels\DaniDa02,TE,ARI,$645000
,Jake Elliott\ElliJa03,K,PHI,$645000
,Joseph Jones\JoneJo05,OLB,DEN,$645000
,Tarik Cohen\CoheTa00,RB,CHI,$645000
,Marquel Lee\LeexMa01,ILB,OAK,$645000
,Chase Roullier\RoulCh00,C,WAS,$645000
,Solomon Thomas\ThomSo00,DE,SFO,$645000
,Tony McRae\McRaTo00,CB,CIN,$645000
,Colin Holba\HolbCo00,LS,SFO,$645000
,Jon Halapio\HalaJo00,OG,NYG,$645000
,Alex Armah\ArmaAl00,FB,CAR,$645000
,Jalen Reeves-Maybin\ReevJa00,OLB,DET,$645000
,Eric Wilson\WilsEr00,ILB,MIN,$645000
,Charles Washington\WashCh01,DB,ARI,$645000
,Isaiah Irving\IrviIs00,OLB,CHI,$645000
,Treyvon Hester\HestTr00,DT,WAS,$645000
,Taysom Hill\HillTa00,QB,NOR,$645000
,Rashaad Coward\CowaRa00,DT,CHI,$645000
,Mack Hollins\HollMa00,WR,PHI,$645000
,Tyler Ott\OttxTy00,LS,SEA,$645000
,Jerome Cunningham\CunnJe00,TE,WAS,$645000
,Tanner Vallejo\VallTa00,ILB,WAS,$645000
,Antony Auclair\AuclAn00,TE,TAM,$645000
,Ryan Switzer\SwitRy00,WR,PIT,$645000
,Joe Walker\WalkJo01,ILB,ARI,$645000
,Carlos Watkins\WatkCa00,DT,HOU,$645000
,Justin McCray\McCrJu00,G,CLE,$645000
,Montae Nicholson\NichMo00,SS,WAS,$645000
,Matt Milano\MilaMa00,OLB,BUF,$645000
,Kendrick Bourne\BourKe00,WR,SFO,$645000
,Chris Carson\CarsCh00,RB,SEA,$645000
,Ben Gedeon\GedeBe00,ILB,MIN,$645000
,Jesse Davis\DaviJe00,T,MIA,$645000
,Ryan Glasgow\GlasRy00,DT,CIN,$645000
,Thomas Hennessy\HennTh00,LS,NYJ,$645000
,Brian Hill\HillBr02,RB,ATL,$645000
,Rigoberto Sanchez\SancRi00,P,IND,$645000
,Devante Bond\BondDe00,OLB,TAM,$645000
,Nate Hairston\HairNa00,CB,NYJ,$645000
,David Sharpe\SharDa02,OT,OAK,$645000
,Kenny Moore\MoorKe03,CB,IND,$645000
,Wayne Gallman\GallWa00,RB,NYG,$645000
,Jamal Agnew\AgneJa00,CB,DET,$645000
,Cooper Rush\RushCo00,QB,DAL,$645000
,Jermaine Whitehead\WhitJe02,DB,CLE,$645000
,Sean Culkin\CulkSe00,TE,LAC,$645000
,Dean Marlowe\MarlDe00,S,BUF,$645000
,Justin Hardee\HardJu01,WR,NOR,$645000
,Nicholas Morrow\MorrNi00,LB,OAK,$645000
,D.J. Jones\JoneD.01,DT,SFO,$645000
,De'Vante Bausby\BausDe00,DB,DEN,$645000
,Devin Smith\SmitDe04,WR,DAL,$645000
,Mike Hilton\HiltMi01,CB,PIT,$645000
,Jeremy Sprinkle\SpriJe00,TE,WAS,$645000
,Samson Ebukam\EbukSa00,OLB,LAR,$645000
,Ricky Seals-Jones\SealRi00,WR,CLE,$645000
,Austin Carr\CarrAu00,WR,NOR,$645000
,Lucas Patrick\PatrLu00,G,GNB,$645000
,Jordan Dangerfield\DangJo00,FS,PIT,$645000
,Jojo Natson\NatsJo00,WR,LAR,$645000
,Branden Jackson\JackBr04,DE,SEA,$645000
,Dede Westbrook\WestDe00,WR,JAX,$645000
,Juston Burris\BurrJu00,CB,CLE,$645000
,Patrick Mahomes\MahoPa00,QB,KAN,$645000
,David Moore\MoorDa03,WR,SEA,$645000
,Joey Hunt\HuntJo00,C,SEA,$645000
,Jermaine Eluemunor\ElueJe00,OG,NWE,$645000
,Josh Harvey-Clemons\HarvJo01,SS,WAS,$645000
,Jayon Brown\BrowJa06,ILB,TEN,$645000
,Tanzel Smart\SmarTa00,DT,LAR,$645000
,Keelan Cole\ColeKe00,WR,JAX,$645000
,Isaiah McKenzie\McKeIs00,WR,BUF,$645000
,Zach Wood\WoodZa00,DE,NOR,$645000
,Adam Butler\ButlAd00,DT,NWE,$645000
,Mitchell Trubisky\TrubMi00,QB,CHI,$645000
,Morgan Fox\FoxxMo00,DL,LAR,$645000
,Grover Stewart\StewGr00,DT,IND,$645000
,George Kittle\KittGe00,TE,SFO,$645000
,Marvin Hall\HallMa02,WR,DET,$645000
,Austin Ekeler\EkelAu00,RB,LAC,$645000
,Elijhaa Penny\PennEl00,RB,NYG,$645000
,Danny Isidora\IsidDa00,OG,MIA,$645000
,Zane Gonzalez\GonzZa00,K,ARI,$645000
,Damontae Kazee\KazeDa00,CB,ATL,$645000
,Josh Tupou\TupoJo00,DT,CIN,$645000
,Johnny Holton\HoltJo00,WR,PIT,$645000
,Jamaal Williams\WillJa06,RB,GNB,$645000
,Aaron Jones\JoneAa00,RB,GNB,$645000
,Roy Robertson-Harris\RobeRo00,LB,CHI,$645000
,Matt Skura\SkurMa01,C,BAL,$645000
,Aldrick Rosas\RosaAl00,K,NYG,$645000
,Elijah Wilkinson\WilkEl00,OT,DEN,$645000
,D.J. Foster\FostD.01,RB,ARI,$645000
,Desmond King\KingDe01,FS,LAC,$645000
,Trey Edmunds\EdmuTr00,RB,PIT,$645000
,Deon Lacey\LaceDe00,LB,MIA,$645000
,Al-Quadin Muhammad\MuhaAl00,DE,IND,$645000
,Michael Davis\DaviMi03,,LAC,$645000
,Xavier Woods\WoodXa00,SS,DAL,$645000
,Tedric Thompson\ThomTe00,SS,SEA,$645000
,Harrison Butker\ButkHa00,K,KAN,$645000
,Jacob Hollister\HollJa03,TE,SEA,$645000
,Daeshon Hall\HallDa01,DE,PHI,$645000
1192,Sam Hubbard\HubbSa00,DE,CIN,$640000
1193,Rasheem Green\GreeRa01,DT,SEA,$639000
1194,Malik Jefferson\JeffMa00,OLB,CLE,$635000
1195,Martinas Rankin\RankMa00,OT,KAN,$634000
1196,Michael Gallup\GallMi00,WR,DAL,$629000
1197,Tracy Walker\WalkTr01,S,DET,$628000
1198,Orlando Brown\BrowOr00,OT,BAL,$627000
1199,Joseph Noteboom\NoteJo00,OT,LAR,$626626
1200,Mark Andrews\AndrMa00,TE,BAL,$624500
1201,Arden Key\KeyxAr00,DE,OAK,$624250
1202,Justin Jones\JoneJu03,DT,LAC,$621481
1203,Ronnie Harrison\HarrRo02,SS,JAX,$617500
1204,Tre'Quan Smith\SmitTr03,WR,NOR,$616500
1205,Alex Cappa\CappAl00,OT,TAM,$615000
1206,Oren Burks\BurkOr00,ILB,GNB,$606500
1207,Tarvarius Moore\MoorTa00,S,SFO,$603000
1208,Derrick Nnadi\NnadDe00,DT,KAN,$601500
1209,Jordan Akins\AkinJo00,TE,HOU,$600000
1210,Rashaan Gaulden\GaulRa00,CB,CAR,$595250
1211,Dorian O'Daniel\ODanDo00,OLB,KAN,$584000
1212,Trey Marshall\MarsTr00,S,DEN,$570000
,Buddy Howell\HoweGr00,RB,HOU,$570000
,Demone Harris\HarrDe06,DE,TAM,$570000
,Ian Thomas\ThomIa00,TE,CAR,$570000
,Alexander Johnson\JohnAl01,LB,DEN,$570000
,Daniel Carlson\CarlDa00,K,OAK,$570000
,Aaron Stinnie\StinAa00,G,TEN,$570000
,DeShon Elliott\ElliDe02,SS,BAL,$570000
,Dalyn Dawkins\DawkDa01,RB,TEN,$570000
,Tony Brown\BrowTo01,CB,GNB,$570000
,Alex Light\LighAl00,T,GNB,$570000
,Michael Dickson\DickMi00,P,SEA,$570000
,George Odum\OdumGe00,S,IND,$570000
,Robert Tonyan\TonyRo00,TE,GNB,$570000
,Corey Bojorquez\BojoCo00,P,BUF,$570000
,Antonio Callaway\CallAn00,WR,CLE,$570000
,Foyesade Oluokun\OluoFo00,S,ATL,$570000
,Avonte Maddox\MaddAv00,CB,PHI,$570000
,Tim Settle\SettTi00,DT,WAS,$570000
,Bradley Bozeman\BozeBr00,C,BAL,$570000
,Cethan Carter\CartCe00,TE,CIN,$570000
,Dee Virgin\VirgDe00,CB,DET,$570000
,Will Richardson\RichWi01,OT,JAX,$570000
,Trent Sieg\SiegTr00,LS,OAK,$570000
,Ray-Ray McCloud\McClRa00,WR,CAR,$570000
,Chad Beebe\BeebCh00,WR,MIN,$570000
,Tavierre Thomas\ThomTa01,DB,CLE,$570000
,Dontrell Hilliard\HillDo00,RB,CLE,$570000
,Jason Sanders\SandJa00,K,MIA,$570000
,Tre Flowers\FlowTr01,SS,SEA,$570000
,Dalton Schultz\SchuDa00,TE,DAL,$570000
,Grant Haley\HaleGr00,CB,NYG,$570000
,Tyrell Crosby\CrosTy00,OT,DET,$570000
,Gus Edwards\EdwaGu00,RB,BAL,$570000
,Marcell Ateman\AtemMa00,WR,OAK,$570000
,Dennis Gardeck\GardDe01,LB,ARI,$570000
,Josh Sweat\SweaJo00,DE,PHI,$570000
,Sam Darnold\DarnSa00,QB,NYJ,$570000
,Reggie Gilbert\GilbRe01,LB,TEN,$570000
,Tae Davis\DaviTa00,LB,NYG,$570000
,Sharif Finch\FincSh00,LB,TEN,$570000
,Mitchell Loewen\LoewMi00,DE,NOR,$570000
,Kyzir White\WhitKy00,S,LAC,$570000
,Jalyn Holmes\HolmJa01,DE,MIN,$570000
,JK Scott\ScotJK00,P,GNB,$570000
,Josey Jewell\JeweJo00,ILB,DEN,$570000
,Korey Cunningham\CunnKo00,OT,NWE,$570000
,Kaare Vedvik\VedvKa00,P,NYJ,$570000
,Taybor Pepper\PeppTa00,LS,MIA,$570000
,Tyler Lancaster\LancTy00,DL,GNB,$570000
,Wyatt Teller\TellWy00,OG,CLE,$570000
,Joel Iyiegbuniwe\IyieJo00,LB,CHI,$570000
,Ben Niemann\NiemBe00,LB,KAN,$570000
,Matt Dickerson\DickMa00,DE,TEN,$570000
,Vyncint Smith\SmitVy00,WR,NYJ,$570000
,J.T. Gray\GrayJ.00,DB,NOR,$570000
,Nyheim Hines\HineNy00,RB,IND,$570000
,Devante Downs\DownDe00,LB,MIN,$570000
,Ike Boettger\BoetIk00,G,BUF,$570000
,Austin Calitro\CaliAu00,LB,JAX,$570000
,James Crawford\CrawJa01,LB,MIA,$570000
,Malik Turner\TurnMa00,WR,SEA,$570000
,Chase Edmonds\EdmoCh00,RB,ARI,$570000
,A.J. Moore\MoorA.00,DB,HOU,$570000
,Russell Gage\GageRu00,WR,ATL,$570000
,Tra Carson\CarsTr01,HB,GNB,$570000
,Tim Patrick\PatrTi00,WR,DEN,$570000
,Siran Neal\NealSi00,CB,BUF,$570000
,Corey Thompson\ThomCo02,LB,BUF,$570000
,Mike McGlinchey\McGlMi00,OT,SFO,$570000
,Deon Yelder\YeldDe00,TE,KAN,$570000
,John Kelly\KellJo00,RB,LAR,$570000
,Johnny Mundt\MundJo00,TE,LAR,$570000
,Chris Jones\JoneCh06,CB,ARI,$570000
,Garrett Gilbert\GilbGa01,QB,CLE,$570000
,Will Clapp\ClapWi00,C,NOR,$570000
,Luke Falk\FalkLu00,QB,NYJ,$570000
,Quenton Nelson\NelsQu00,OG,IND,$570000
,Mason Cole\ColeMa02,C,ARI,$570000
,Cassanova McKinzy\McKiCa01,LB,WAS,$570000
,Justin Jackson\JackJu01,RB,LAC,$570000
,Jordan Whitehead\WhitJo03,SS,TAM,$570000
,DaeSean Hamilton\HamiDa01,WR,DEN,$570000
,Taron Johnson\JohnTa01,CB,BUF,$570000
,Baker Mayfield\MayfBa00,QB,CLE,$570000
,Pharaoh Brown\BrowPh01,TE,CLE,$570000
,Ryan Lewis\LewiRy01,DB,2TM,$570000
,Garrett Dickerson\DickGa00,TE,NYG,$570000
,Ja'Whaun Bentley\BentJa00,ILB,NWE,$570000
,Andrew Wylie\WyliAn00,T,KAN,$570000
,Ifeadi Odenigbo\OdenIf00,DE,MIN,$570000
,Logan Cooke\CookLo00,P,JAX,$570000
,Trey Quinn\QuinTr00,WR,WAS,$570000
,Poona Ford\FordPo00,DT,SEA,$570000
,Chandon Sullivan\SullCh00,CB,GNB,$570000
,Avery Moss\MossAv00,DE,MIA,$570000
,Bradley Chubb\ChubBr00,DE,DEN,$570000
,Auden Tate\TateAu00,WR,CIN,$570000
,Charvarius Ward\WardCh01,DB,KAN,$570000
,Javon Wims\WimsJa00,WR,CHI,$570000
,Armani Watts\WattAr00,FS,KAN,$570000
,Sebastian Joseph\JoseSe00,DT,LAR,$570000
,Brian Allen\AlleBr02,C,LAR,$570000
,Phillip Lindsay\LindPh00,RB,DEN,$570000
,Craig James\JameCr01,CB,PHI,$570000
,Robert Foster\FostRo01,WR,BUF,$570000
,Jermaine Carter\CartJe00,LB,CAR,$570000
,Davontae Harris\HarrDa05,CB,DEN,$570000
,Jullian Taylor\TaylJu00,DT,SFO,$570000
,Kevin Peterson\PeteKe01,CB,ARI,$570000
,Devaroe Lawrence\LawrDe02,DL,CLE,$570000
,Robert Davis\DaviRo00,WR,WAS,$570000
,Andre Smith\SmitAn04,ILB,CAR,$570000
,Jamil Demby\DembJa00,OT,LAR,$570000
,Jermaine Grace\GracJe00,LB,ATL,$570000
,Matt Pryor\PryoMa00,OT,PHI,$570000
,Ogbonnia Okoronkwo\OkorOg00,DE,LAR,$570000
,Shaquem Griffin\GrifSh01,OLB,SEA,$570000
,Frankie Luvu\LuvuFr00,LB,NYJ,$570000
,Ross Dwelley\DwelRo00,TE,SFO,$570000
,Darrel Williams\WillDa10,RB,KAN,$570000
,Boston Scott\ScotBo02,RB,PHI,$570000
,Zaire Franklin\FranZa00,LB,IND,$570000
,Trenton Cannon\CannTr00,RB,NYJ,$570000
,Marquez Valdes-Scantling\ValdMa00,WR,GNB,$570000
,Jacob Martin\MartJa02,LB,HOU,$570000
,Roderick Johnson\JohnRo06,OT,HOU,$570000
,Sean Chandler\ChanSe00,FS,NYG,$570000
,Kalen Ballage\BallKa00,RB,MIA,$570000
,Maurice Hurst\HursMa00,DT,OAK,$570000
,Justin Murray\MurrJu00,T,ARI,$570000
,Harrison Phillips\PhilHa00,DT,BUF,$570000
,Folorunso Fatukasi\FatuFo00,DT,NYJ,$570000
,Bilal Nichols\NichBi00,DT,CHI,$570000
,Tremon Smith\SmitTr04,,2TM,$570000
,Jamil Douglas\DougJa00,OG,TEN,$570000
,Chris Board\BoarCh00,LB,BAL,$570000
,Doug Middleton\MiddDo01,S,MIA,$570000
,Mike Ford\FordMi01,CB,DET,$570000
,River Cracraft\CracRi00,WR,DEN,$570000
,Will Redmond\RedmWi00,CB,GNB,$570000
,Cameron Johnston\JohnCa02,P,PHI,$570000
,Greg Stroman\StroGr00,CB,WAS,$570000
,Genard Avery\AverGe00,LB,CLE,$570000
,Trent Sherfield\SherTr00,WR,ARI,$570000
,Harvey Langi\LangHa00,ILB,NYJ,$570000
,Fadol Brown\BrowFa00,DE,GNB,$570000
,Justin Watson\WatsJu01,WR,TAM,$570000
,Josh Rosen\RoseJo01,QB,MIA,$570000
,Antwaun Woods\WoodAn02,NT,DAL,$570000
,Jaylen Samuels\SamuJa00,RB,PIT,$570000
,Durham Smythe\SmytDu00,TE,MIA,$570000
,Raven Greene\GreeRa02,S,GNB,$570000
,KhaDarel Hodge\HodgKh00,WR,CLE,$570000
,Jordan Wilkins\WilkJo01,RB,IND,$570000
,Taylor Stallworth\StalTa00,DT,NOR,$570000
,Keion Crossen\CrosKe00,CB,HOU,$570000
,Hunter Bradley\BradHu00,LS,GNB,$570000
,Jamal Carter\CartJa02,S,ATL,$570000
,Trevor Daniel\DaniTr00,P,HOU,$570000
,Colby Wadman\WadmCo00,P,DEN,$570000
,Jack Cichy\CichJa00,ILB,TAM,$570000
,Tre Herndon\HernTr00,CB,JAX,$570000
,Peter Kalambayi\KalaPe00,LB,HOU,$570000
,Will Dissly\DissWi00,TE,SEA,$570000
,Richie James\JameRi00,WR,SFO,$570000
,Kenny Young\YounKe03,LB,BAL,$570000
,Damion Ratley\RatlDa00,WR,CLE,$570000
,Darious Williams\WillDa09,CB,LAR,$570000
,Breon Borders\BordBr00,CB,JAX,$570000
,Dane Cruikshank\CruiDa00,CB,TEN,$570000
,Jeff Wilson\WilsJe01,RB,SFO,$570000
,Darius Phillips\PhilDa02,CB,CIN,$570000
,Marquis Haynes\HaynMa01,OLB,CAR,$570000
,Anthony Firkser\FirkAn00,TE,TEN,$570000
,Efe Obada\ObadEf00,LB,CAR,$570000
,Kevin Toliver\ToliKe00,DB,CHI,$570000
,Scott Quessenberry\QuesSc00,C,LAC,$570000
,Isaiah Ford\FordIs00,WR,MIA,$570000
,Brandon Zylstra\ZylsBr00,WR,CAR,$570000
,Trenton Scott\ScotTr01,T,LAC,$570000
,Zach Pascal\PascZa00,WR,IND,$570000
,Jake Kumerow\KumeJa00,WR,GNB,$570000
,Anthony Averett\AverAn00,CB,BAL,$570000
,Marcell Harris\HarrMa03,S,SFO,$570000
,Levi Wallace\WallLe00,CB,BUF,$570000
,Matthew Adams\AdamMa00,LB,IND,$570000
,Ito Smith\SmitIt00,RB,ATL,$570000
,Mo Alie-Cox\AlieMo00,TE,IND,$570000
,Leon Jacobs\JacoLe00,OLB,JAX,$570000
,Zeke Turner\TurnZe00,S,ARI,$570000
,Troy Apke\ApkeTr00,S,WAS,$570000
,D.J. Reed\ReedD.00,CB,SFO,$570000
,Brett Maher\MaheBr01,K,DAL,$570000
,DeAndre Carter\CartDe02,WR,HOU,$570000
,Zach Sieler\SielZa00,DE,BAL,$570000
,Brandon Facyson\FacyBr00,CB,LAC,$570000
,Olasunkanmi Adeniyi\AdenOl00,DE,PIT,$570000
,R.J. McIntosh\McInR.00,DT,NYG,$570000
,J.C. Jackson\JackJ.00,DB,NWE,$570000
,Tyler Conklin\ConkTy00,TE,MIN,$570000
,Josh Allen\AlleJo02,QB,BUF,$570000
,Shaun Dion Hamilton\DionSh00,LB,WAS,$570000
,Keishawn Bierria\BierKe00,ILB,DEN,$570000
,Natrell Jamerson\JameNa00,FS,CAR,$570000
,Isaac Yiadom\YiadIs00,CB,DEN,$570000
,Keke Coutee\CoutKe00,WR,HOU,$570000
,Mike Boone\BoonMi00,RB,MIN,$570000
,Keith Kirkwood\KirkKe00,WR,NOR,$570000
,Dorance Armstrong\ArmsDo00,DE,DAL,$570000
1422,Quincy Williams\WillQu01,,JAX,$495000
,Duke Shelley\ShelDu00,CB,CHI,$495000
,Lonnie Johnson\JohnLo01,CB,HOU,$495000
,Blake Cashman\CashBl00,LB,NYJ,$495000
,Montez Sweat\SweaMo00,EDGE,WAS,$495000
,Cortez Broughton\BrouCo00,DL,LAC,$495000
,Noah Fant\FantNo00,TE,DEN,$495000
,Mitch Wishnowsky\WishMi00,P,SFO,$495000
,Marquise Brown\BrowMa04,WR,BAL,$495000
,Renell Wren\WrenRe00,DL,CIN,$495000
,David Quessenberry\QuesDa00,OT,TEN,$495000
,Jakobi Meyers\MeyeJa01,WR,NWE,$495000
,Diontae Spencer\SpenDi00,WR,DEN,$495000
,Kasey Redfern\RedfKa00,P,ATL,$495000
,J.P. Holtz\HoltJ.01,TE,2TM,$495000
,Greedy Williams\WillGr00,CB,CLE,$495000
,Nick Scott\ScotNi01,S,LAR,$495000
,Dawson Knox\KnoxDa00,TE,BUF,$495000
,Dennis Daley\DaleDe00,OL,CAR,$495000
,Emmanuel Moseley\MoseEm00,CB,SFO,$495000
,Ty Johnson\JohnTy02,RB,DET,$495000
,Jonathan Ledbetter\LedbJo01,DE,MIA,$495000
,Darrell Henderson\HendDa00,RB,LAR,$495000
,Ryan Izzo\IzzoRy00,TE,NWE,$495000
,Keisean Nixon\NixoKe00,CB,OAK,$495000
,Germaine Pratt\PratGe00,LB,CIN,$495000
,Josh Jacobs\JacoJo01,RB,OAK,$495000
,Christian Wilkins\WilkCh00,DL,MIA,$495000
,Max Scharping\SchaMa01,OT,HOU,$495000
,Elgton Jenkins\JenkEl00,OL,GNB,$495000
,Khari Willis\WillKh00,S,IND,$495000
,D'Ernest Johnson\JohnDE04,RB,CLE,$495000
,Jaquan Johnson\JohnJa11,CB,BUF,$495000
,Greg Gaines\GainGr00,DL,LAR,$495000
,Andre Patton\PattAn00,WR,LAC,$495000
,Hercules Mata'afa\MataHe00,DE,MIN,$495000
,Kaden Elliss\ElliKa00,LB,NOR,$495000
,Jordan Chunn\ChunJo00,RB,DAL,$495000
,Jahlani Tavai\TavaJa00,LB,DET,$495000
,Will Harris\HarrWi02,S,DET,$495000
,Juwann Winfree\WinfJu00,WR,DEN,$495000
,Joey Slye\SlyeJo00,K,CAR,$495000
,Jaylon Ferguson\FergJa02,DE,BAL,$495000
,Isaiah Prince\PrinIs00,OL,MIA,$495000
,Devin Bush\BushDe01,LB,PIT,$495000
,Abdullah Anderson\AndeAb00,DT,CHI,$495000
,Cole Holcomb\HolcCo00,LB,WAS,$495000
,Jordan Miller\MillJo05,CB,ATL,$495000
,Samuel Eguavoen\EguaSa00,LB,MIA,$495000
,Quinnen Williams\WillQu00,DL,NYJ,$495000
,Patrick Laird\LairPa00,RB,MIA,$495000
,Dalton Risner\RisnDa00,OL,DEN,$495000
,Cam Sims\SimsCa00,WR,WAS,$495000
,Byron Murphy\MurpBy00,CB,ARI,$495000
,Shakial Taylor\TaylSh00,CB,IND,$495000
,Andy Isabella\IsabAn00,WR,ARI,$495000
,Sean Murphy-Bunting\BuntSe00,CB,TAM,$495000
,Jaeden Graham\GrahJa01,TE,ATL,$495000
,Ryan Connelly\ConnRy00,LB,NYG,$495000
,Jerry Tillery\TillJe00,DL,LAC,$495000
,Nick Allegretti\AlleNi00,G,KAN,$495000
,Trysten Hill\HillTr00,DL,DAL,$495000
,Marquise Blair\BlaiMa01,S,SEA,$495000
,D.K. Metcalf\MetcDK00,WR,SEA,$495000
,Cody Ford\FordCo00,OL,BUF,$495000
,Chandler Cox\CoxxCh01,RB,MIA,$495000
,Duke Williams\WillDu01,WR,BUF,$495000
,Devine Ozigbo\OzigDe01,RB,JAX,$495000
